time,fix,NumSat,latitude,longitude,altitude,speed,ground_course,covariance
256.462089062,True,10,40.2679473333,-111.6345155,1500,1.2377533333,4.6750389344,0.9801
256.633214951,True,10,40.2679465,-111.634515167,1499.9,1.2377533333,4.6750389344,0.9801
256.861637115,True,10,40.2679441667,-111.634516333,1499.7,1.3910577778,4.2666318894,0.9801
257.060325146,True,10,40.2679426667,-111.6345175,1499.6,1.3910577778,4.2666318894,0.9801
257.285536051,True,10,40.2679413333,-111.634519167,1499.5,1.3910577778,4.2666318894,0.9801
257.474375963,True,10,40.2679386667,-111.634521167,1499.7,0.8668388889,3.9983747834,0.9801
257.668674946,True,10,40.2679366667,-111.634521167,1499.6,1.0479233333,3.7018433435,0.9801
257.889189959,True,10,40.2679346667,-111.634522833,1499.5,1.0479233333,3.7018433435,0.9801
258.068382978,True,10,40.2679333333,-111.634523667,1499.4,1.0479233333,3.7018433435,0.9801
258.275028944,True,10,40.2679318333,-111.634525167,1499.3,0.8797,3.9135517818,0.9801
258.461609125,True,10,40.2679306667,-111.634526833,1499.2,0.8910177778,3.9198349671,0.9801
258.661565065,True,10,40.2679296667,-111.634528167,1499.1,0.8910177778,3.9198349671,0.9801
258.84405303,True,10,40.2679286667,-111.6345295,1499,0.8910177778,3.9198349671,0.9801
259.075617075,True,10,40.2679275,-111.6345305,1499.1,0.7181644444,3.9652135276,0.9801
259.244395018,True,10,40.267926,-111.634532167,1499.1,1.1430955556,3.9365901279,0.9801
259.490127087,True,10,40.2679246667,-111.634533,1498.8,1.1430955556,3.9365901279,0.9801
259.684360981,True,10,40.2679231667,-111.634534167,1498.7,1.1430955556,3.9365901279,0.9801
259.875249147,True,10,40.2679221667,-111.634534833,1498.6,0.8045911111,3.9388590559,0.9801
260.06259799,True,10,40.2679201667,-111.634535,1498.4,0.9326877778,3.6611771719,0.9801
260.290342093,True,10,40.2679191667,-111.634535,1498.2,0.9326877778,3.6611771719,0.9801
260.447906971,True,10,40.2679181667,-111.634535667,1498.1,0.9326877778,3.6611771719,0.9801
260.634190083,True,10,40.2679175,-111.634537,1498,0.70376,4.2193334667,0.9801
260.843905926,True,10,40.2679171667,-111.634538167,1497.9,0.70376,4.2193334667,0.9801
261.089848995,True,10,40.2679165,-111.634539333,1497.9,0.70376,4.2193334667,0.9801
261.269304037,True,10,40.2679156667,-111.634540167,1497.8,0.70376,4.2193334667,0.9801
261.474991083,True,10,40.2679151667,-111.634540833,1497.6,1.0402066667,4.1915827316,0.9801
261.662490129,True,10,40.267914,-111.634541667,1497.5,0.9223988889,4.1235148908,0.9801
261.891262054,True,10,40.2679131667,-111.634543333,1497.5,0.9223988889,4.1235148908,0.9801
262.04877305,True,10,40.2679126667,-111.634545667,1497.5,0.9223988889,4.1235148908,0.9801
262.275748968,True,10,40.2679118333,-111.634547667,1497.4,1.0844488889,4.349360496,0.9801
262.46192503,True,10,40.2679111667,-111.63455,1497.2,1.0844488889,4.349360496,0.9801
262.689773083,True,10,40.26791,-111.6345525,1497.2,1.0844488889,4.349360496,0.9801
262.869271994,True,10,40.267909,-111.634554667,1497,1.0844488889,4.349360496,0.9801
263.035469055,True,10,40.267908,-111.634556833,1497,1.13898,4.2577307102,0.9801
263.26245594,True,10,40.2679071667,-111.634558667,1496.8,0.8051055556,4.3315581376,0.9801
263.49120307,True,10,40.267907,-111.63456,1496.7,0.8051055556,4.3315581376,0.9801
263.648718119,True,10,40.267908,-111.634561167,1496.7,0.8051055556,4.3315581376,0.9801
263.857620955,True,10,40.2679081667,-111.634562667,1496.6,0.6147611111,4.6718973417,0.9801
264.061689138,True,10,40.2679076667,-111.6345635,1496.5,0.6147611111,4.6718973417,0.9801
264.272997141,True,10,40.2679076667,-111.634564667,1496.4,0.6147611111,4.6718973417,0.9801
264.489804983,True,10,40.2679073333,-111.634567167,1496.3,0.6147611111,4.6718973417,0.9801
264.635334015,True,10,40.2679068333,-111.634570333,1496.2,1.4085488889,4.6446702054,0.9801
264.863070011,True,10,40.2679065,-111.634573667,1496.1,1.5248133333,4.5898668669,0.9801
265.059631109,True,10,40.2679058333,-111.6345775,1496,1.5248133333,4.5898668669,0.9801
265.249635935,True,10,40.2679051667,-111.6345815,1495.9,1.5248133333,4.5898668669,0.9801
265.458513021,True,10,40.2679043333,-111.634585167,1495.8,1.5778011111,4.4141122112,0.9801
265.662769079,True,10,40.267903,-111.634588333,1495.7,1.5778011111,4.4141122112,0.9801
265.872868061,True,10,40.2679018333,-111.634591,1495.6,1.5778011111,4.4141122112,0.9801
266.0890131,True,10,40.2679008333,-111.6345935,1495.5,1.5778011111,4.4141122112,0.9801
266.2361691,True,10,40.2679001667,-111.634595833,1495.4,1.5778011111,4.4141122112,0.9801
266.445950031,True,10,40.2678993333,-111.634598167,1495.3,1.1271477778,4.2739622723,0.9801
266.663347006,True,10,40.2678983333,-111.634600667,1495.2,1.1271477778,4.2739622723,0.9801
266.864355087,True,10,40.2678973333,-111.634603,1495.1,1.1271477778,4.2739622723,0.9801
267.03580308,True,10,40.2678968333,-111.634605,1495,0.90285,4.3483132984,0.9801
267.263644934,True,10,40.2678963333,-111.634607,1494.9,0.8966766667,4.4057346308,0.9801
267.473910093,True,10,40.2678961667,-111.634608833,1494.8,0.8966766667,4.4057346308,0.9801
267.66368103,True,10,40.2678961667,-111.6346105,1494.7,0.8966766667,4.4057346308,0.9801
267.837114096,True,10,40.2678958333,-111.634612833,1494.6,1.1070844444,4.5495497612,0.9801
268.064435959,True,10,40.2678955,-111.634615167,1494.5,0.9476066667,4.575555167,0.9801
268.264271975,True,10,40.2678951667,-111.6346175,1494.5,0.9476066667,4.575555167,0.9801
268.488270044,True,10,40.2678946667,-111.6346195,1494.5,0.9476066667,4.575555167,0.9801
268.636748075,True,9,40.2678943333,-111.634621333,1494.4,0.8236255556,4.5991171119,1.1881
268.865556955,True,9,40.2678941667,-111.6346235,1494.4,0.8236255556,4.5991171119,1.1881
269.091812134,True,9,40.267894,-111.634625833,1494.4,0.9527511111,4.6926667598,1.1881
269.264747143,True,9,40.2678938333,-111.634628333,1494.3,0.9527511111,4.6926667598,1.1881
269.436006069,True,9,40.2678935,-111.634631,1494.3,0.9527511111,4.6926667598,1.1881
269.66504693,True,10,40.2678933333,-111.6346335,1494.2,0.8941044444,4.626867847,0.9801
269.864272118,True,10,40.2678926667,-111.634635667,1494.1,0.8941044444,4.626867847,0.9801
270.088259935,True,10,40.267892,-111.634637667,1494,0.8941044444,4.626867847,0.9801
270.236706018,True,10,40.2678913333,-111.634639333,1494,1.0119122222,4.4999824104,0.9801
270.446655035,True,10,40.2678908333,-111.634642167,1494,1.0119122222,4.4999824104,0.9801
270.6926651,True,9,40.26789,-111.634644167,1493.9,1.0119122222,4.4999824104,1.1881
270.887036085,True,9,40.267889,-111.634645833,1493.8,1.0119122222,4.4999824104,1.1881
271.037261009,True,10,40.2678881667,-111.634648,1493.7,1.0119122222,4.4999824104,0.9801
271.264155149,True,12,40.2678873333,-111.63465,1493.7,1.0314611111,4.2334706336,0.7225
271.493571043,True,12,40.2678865,-111.634652333,1493.6,1.12972,4.2894957026,0.7225
271.647207022,True,12,40.2678855,-111.634654667,1493.6,1.12972,4.2894957026,0.7225
271.838227034,True,12,40.2678846667,-111.634656833,1493.5,1.12972,4.2894957026,0.8281
272.046796083,True,12,40.2678836667,-111.634658833,1493.4,1.0309466667,4.2697734821,0.8281
272.292626143,True,12,40.267883,-111.634661167,1493.3,1.0309466667,4.2697734821,0.7225
272.471987009,True,12,40.2678823333,-111.634663833,1493.2,1.0309466667,4.2697734821,0.7225
272.652693987,True,12,40.2678815,-111.634666333,1493.1,1.0489522222,4.3846161469,0.7225
272.86481905,True,12,40.2678808333,-111.634668833,1493.1,1.0504955556,4.4359288269,0.7225
273.0939641,True,12,40.2678803333,-111.6346715,1493,1.0504955556,4.4359288269,0.7225
273.251382113,True,12,40.2678798333,-111.634674333,1492.9,1.0504955556,4.4359288269,0.7225
273.437715054,True,12,40.2678796667,-111.634677167,1492.7,1.3231511111,4.5394268515,0.7225
273.647275925,True,12,40.2678791667,-111.634679833,1492.6,1.3231511111,4.5394268515,0.7225
273.893470049,True,12,40.2678788333,-111.634682,1492.6,1.3231511111,4.5394268515,0.7225
274.087944031,True,12,40.2678785,-111.634684333,1492.5,1.3231511111,4.5394268515,0.7225
274.252655983,True,12,40.267878,-111.634686833,1492.4,1.0906222222,4.4896849678,0.7225
274.466052055,True,12,40.2678776667,-111.634689167,1492.4,0.9733288889,4.4680428851,0.7225
274.694947004,True,12,40.2678771667,-111.634691667,1492.3,0.9733288889,4.4680428851,0.7225
274.85238409,True,12,40.2678766667,-111.634694333,1492.3,0.9733288889,4.4680428851,0.7225
275.078954935,True,12,40.2678766667,-111.634696667,1492.2,0.9599533333,4.512548781,0.7225
275.265450954,True,12,40.2678763333,-111.634699,1492.1,0.9599533333,4.512548781,0.7225
275.493377924,True,12,40.2678761667,-111.634701667,1492.1,0.9599533333,4.512548781,0.7225
275.672814131,True,12,40.2678763333,-111.634704667,1492,0.9599533333,4.512548781,0.7225
275.838979959,True,12,40.2678763333,-111.634707333,1491.9,1.0175711111,4.6207591947,0.7225
276.06695199,True,12,40.2678763333,-111.634709667,1491.9,1.0458655556,4.6415286128,0.7225
276.277856112,True,12,40.2678763333,-111.6347125,1491.8,1.0458655556,4.6415286128,0.7225
276.452340126,True,12,40.2678765,-111.634715167,1491.7,1.0458655556,4.6415286128,0.7225
276.655148983,True,12,40.267877,-111.6347175,1491.7,1.2094588889,4.8771480618,0.7225
276.866470098,True,12,40.2678773333,-111.6347205,1491.6,1.2094588889,4.8771480618,0.7225
277.09642911,True,12,40.2678776667,-111.634723167,1491.6,1.2094588889,4.8771480618,0.7225
277.293408155,True,12,40.2678778333,-111.634725667,1491.5,1.2094588889,4.8771480618,0.7225
277.469530106,True,12,40.267878,-111.634728167,1491.5,1.0726166667,4.8301987049,0.7225
277.666670084,True,12,40.2678781667,-111.6347305,1491.4,1.1312633333,4.7556731458,0.7225
277.866886139,True,12,40.2678781667,-111.634733333,1491.4,1.1312633333,4.7556731458,0.7225
278.052583933,True,12,40.2678781667,-111.634736833,1491.3,1.1312633333,4.7556731458,0.7225
278.241029978,True,12,40.2678778333,-111.63474,1491.3,1.2295222222,4.5938811242,0.7225
278.466031075,True,12,40.2678771667,-111.634742833,1491.3,1.3627633333,4.5268604809,0.7225
278.677449942,True,12,40.2678765,-111.634745667,1491.2,1.3627633333,4.5268604809,0.7225
278.893475056,True,12,40.267876,-111.634748667,1491.2,1.3627633333,4.5268604809,0.7225
279.039430141,True,12,40.2678755,-111.634751833,1491.2,1.3627633333,4.5268604809,0.7225
279.267936945,True,12,40.2678751667,-111.634755167,1491.2,1.2881688889,4.5862016755,0.7225
279.466962099,True,12,40.2678748333,-111.634758167,1491.1,1.2881688889,4.5862016755,0.7225
279.668745041,True,12,40.2678745,-111.634761667,1491.1,1.2881688889,4.5862016755,0.7225
279.839203119,True,12,40.2678741667,-111.6347645,1491.1,1.0890788889,4.5964991181,0.7225
280.06705904,True,12,40.267874,-111.634767167,1491.1,1.0890788889,4.5964991181,0.7225
280.297312975,True,12,40.267874,-111.6347705,1491.1,1.0890788889,4.5964991181,0.7225
280.468439102,True,12,40.2678738333,-111.6347735,1491.1,1.0890788889,4.5964991181,0.7225
280.639688969,True,12,40.2678731667,-111.634776667,1491.1,1.0890788889,4.5964991181,0.7225
280.867846966,True,12,40.2678728333,-111.634779833,1491.1,1.4183233333,4.5713663768,0.7225
281.06694603,True,12,40.2678723333,-111.634782833,1491.1,1.4183233333,4.5713663768,0.7225
281.291897058,True,12,40.267872,-111.6347855,1491,1.4183233333,4.5713663768,0.7225
281.440206051,True,12,40.2678716667,-111.6347885,1491,1.4183233333,4.5713663768,0.7225
281.649380922,True,12,40.2678708333,-111.634791167,1491.1,1.1497833333,4.3933427931,0.7225
281.895144939,True,12,40.26787,-111.6347935,1491,1.1497833333,4.3933427931,0.7225
282.068387032,True,12,40.2678691667,-111.634796,1491,1.1497833333,4.3933427931,0.7225
282.240666151,True,12,40.2678683333,-111.6347985,1491,1.0901077778,4.3741441714,0.7225
282.468562126,True,12,40.267868,-111.6348015,1491,1.5212122222,4.4945718897,0.7225
282.667830944,True,12,40.2678675,-111.634804167,1490.9,1.5212122222,4.4945718897,0.7225
282.8930161,True,12,40.2678668333,-111.634806833,1491,1.5212122222,4.4945718897,0.7225
283.041157007,True,12,40.2678658333,-111.634809333,1490.9,1.2722211111,4.3312090718,0.7225
283.25020504,True,12,40.267865,-111.634812,1491,1.2722211111,4.3312090718,0.7225
283.496351957,True,12,40.267864,-111.634814667,1491,1.2722211111,4.3312090718,0.7225
283.690617085,True,12,40.2678635,-111.634817833,1491,1.2722211111,4.3312090718,0.7225
283.839015007,True,12,40.2678628333,-111.634820833,1491,1.2722211111,4.3312090718,0.7225
284.068486929,True,12,40.267862,-111.634823667,1490.9,1.2902266667,4.4010222418,0.7225
284.268563986,True,12,40.2678611667,-111.6348265,1490.9,1.1940255556,4.4003241101,0.7225
284.451327085,True,12,40.2678606667,-111.634829,1490.9,1.1940255556,4.4003241101,0.7225
284.640486956,True,12,40.2678605,-111.634831333,1490.9,1.1940255556,4.4003241101,0.7225
284.870015144,True,12,40.2678605,-111.634834333,1490.8,1.1940255556,4.4003241101,0.7225
285.096349955,True,12,40.2678603333,-111.634837667,1490.8,1.1940255556,4.4003241101,0.7225
285.291563988,True,12,40.26786,-111.6348405,1490.7,1.1940255556,4.4003241101,0.7225
285.441818953,True,12,40.2678596667,-111.634843,1490.7,1.1420666667,4.5305256723,0.7225
285.639668941,True,12,40.2678593333,-111.634845333,1490.6,1.1024544444,4.5725881073,0.7225
285.880553007,True,12,40.2678591667,-111.634848167,1490.6,1.1024544444,4.5725881073,0.7225
286.056034088,True,12,40.2678588333,-111.634851,1490.5,1.1024544444,4.5725881073,0.7225
286.239467144,True,12,40.2678586667,-111.634854167,1490.6,1.1024544444,4.5725881073,0.7225
286.468168974,True,12,40.2678583333,-111.6348575,1490.6,1.1024544444,4.5725881073,0.7225
286.697032928,True,12,40.2678581667,-111.634860333,1490.5,0.9923633333,4.6357690262,0.7225
286.89153409,True,12,40.267858,-111.634863,1490.5,0.9923633333,4.6357690262,0.7225
287.039668083,True,12,40.2678581667,-111.634866333,1490.5,0.9923633333,4.6357690262,0.7225
287.269321918,True,12,40.2678581667,-111.634869333,1490.5,1.1734477778,4.7183230998,0.6561
287.498567104,True,12,40.267858,-111.634872333,1490.5,1.1734477778,4.7183230998,0.6561
287.656042099,True,12,40.2678578333,-111.634875667,1490.5,1.1734477778,4.7183230998,0.64
287.864826918,True,12,40.2678576667,-111.634878667,1490.5,1.16676,4.6949356879,0.64
288.069180012,True,12,40.2678576667,-111.634881833,1490.5,1.16676,4.6949356879,0.64
288.280245066,True,12,40.2678575,-111.6348855,1490.5,1.16676,4.6949356879,0.64
288.49614501,True,12,40.2678573333,-111.634888667,1490.5,1.16676,4.6949356879,0.64
288.642486095,True,12,40.2678568333,-111.634891833,1490.5,1.3349833333,4.5542621502,0.64
288.870535135,True,12,40.2678565,-111.634894833,1490.5,1.2156322222,4.5348889955,0.64
289.066914082,True,12,40.267856,-111.6348975,1490.4,1.2156322222,4.5348889955,0.64
289.25595808,True,12,40.2678556667,-111.634900333,1490.4,1.2156322222,4.5348889955,0.6561
289.46480298,True,12,40.2678551667,-111.634903,1490.4,1.1060555556,4.4778167289,0.6561
289.669359922,True,12,40.2678545,-111.6349055,1490.4,1.1060555556,4.4778167289,0.64
289.879961014,True,12,40.267854,-111.634908167,1490.3,1.1060555556,4.4778167289,0.6561
290.071444988,True,12,40.2678533333,-111.634910833,1490.3,1.1060555556,4.4778167289,0.6561
290.242393017,True,12,40.2678525,-111.634913667,1490.3,1.1060555556,4.4778167289,0.64
290.47081399,True,12,40.2678516667,-111.634916833,1490.3,1.4311844444,4.4034657028,0.64
290.669708967,True,12,40.267851,-111.634919833,1490.3,1.4311844444,4.4034657028,0.6561
290.856980085,True,12,40.2678501667,-111.6349225,1490.3,1.4311844444,4.4034657028,0.6561
291.040075064,True,12,40.2678493333,-111.634925667,1490.3,1.4311844444,4.4034657028,0.64
291.269855976,True,12,40.2678486667,-111.6349285,1490.3,1.0690155556,4.4132395466,0.6561
291.481193066,True,12,40.2678481667,-111.634931333,1490.3,1.0690155556,4.4132395466,0.64
291.697063923,True,12,40.2678478333,-111.634934333,1490.2,1.0690155556,4.4132395466,0.64
291.842191935,True,12,40.2678475,-111.634937,1490.2,1.0690155556,4.4132395466,0.64
292.070410967,True,12,40.267847,-111.634939833,1490.2,1.2552444444,4.4622832986,0.64
292.27051115,True,12,40.2678463333,-111.634942833,1490.2,1.2552444444,4.4622832986,0.64
292.471558094,True,12,40.2678458333,-111.634945667,1490.2,1.2552444444,4.4622832986,0.6561
292.642858982,True,12,40.2678451667,-111.6349485,1490.1,1.3303533333,4.468391951,0.6561
292.87057209,True,12,40.2678445,-111.634951667,1490.1,1.3303533333,4.468391951,0.6561
293.271986961,True,12,40.2678431667,-111.634957667,1490.1,1.3303533333,4.468391951,0.6561
293.443284988,True,12,40.2678425,-111.634960667,1490.2,1.3303533333,4.468391951,0.64
293.671360016,True,12,40.2678425,-111.6349635,1490.2,1.2655333333,4.6177921349,0.64
293.867622137,True,12,40.2678425,-111.634966667,1490.2,1.3200644444,4.6589819053,0.64
294.095479965,True,12,40.2678421667,-111.634969667,1490.2,1.3200644444,4.6589819053,0.64
294.242751122,True,12,40.2678415,-111.634972667,1490.1,1.3200644444,4.6589819053,0.64
294.452980995,True,12,40.2678411667,-111.634975667,1490.1,1.18065,4.5409976478,0.64
294.87203908,True,12,40.2678406667,-111.634981333,1490.1,1.18065,4.5409976478,0.64
295.043257952,True,12,40.2678405,-111.6349845,1490.1,1.18065,4.5409976478,0.64
295.242418051,True,12,40.26784,-111.634987667,1490.1,1.21306,4.5656067903,0.5329
295.470013142,True,12,40.2678395,-111.634990833,1490.1,1.21306,4.5656067903,0.5329
295.695405006,True,12,40.267839,-111.634993833,1490.1,1.21306,4.5656067903,0.5329
295.842802048,True,12,40.2678386667,-111.634996833,1490.2,1.1641877778,4.5394268515,0.5329
296.05282712,True,12,40.2678381667,-111.634999833,1490.2,1.1641877778,4.5394268515,0.5329
296.298994064,True,12,40.2678376667,-111.635003167,1490.2,1.1641877778,4.5394268515,0.5329
296.494204044,True,12,40.2678371667,-111.635006333,1490.3,1.1641877778,4.5394268515,0.5329
296.644425154,True,12,40.2678365,-111.635009667,1490.3,1.1641877778,4.5394268515,0.5329
296.871118069,True,12,40.2678361667,-111.635012667,1490.3,1.1456677778,4.5200536968,0.5329
297.083147049,True,12,40.2678358333,-111.635015667,1490.3,1.1456677778,4.5200536968,0.5329
297.258599997,True,12,40.2678356667,-111.635019,1490.3,1.1456677778,4.5200536968,0.5329
297.444648027,True,12,40.2678353333,-111.635022167,1490.3,1.19917,4.5544366831,0.5329
297.653751135,True,12,40.267835,-111.635025333,1490.3,1.19917,4.5544366831,0.5329
297.899513006,True,12,40.2678345,-111.6350285,1490.3,1.19917,4.5544366831,0.5329
298.094202995,True,12,40.2678338333,-111.635031333,1490.3,1.19917,4.5544366831,0.5329
298.242546082,True,12,40.2678333333,-111.6350345,1490.3,1.19917,4.5544366831,0.5329
298.471995115,True,12,40.2678328333,-111.635037833,1490.3,1.4471322222,4.4847980459,0.5329
298.700061083,True,12,40.267832,-111.635041,1490.2,1.4471322222,4.4847980459,0.5329
298.858536005,True,12,40.2678313333,-111.635044333,1490.2,1.4471322222,4.4847980459,0.5329
299.05203104,True,12,40.2678306667,-111.635047667,1490.2,1.3185211111,4.421617127,0.5329
299.27168107,True,12,40.2678301667,-111.6350505,1490.2,1.3185211111,4.421617127,0.5329
299.471811056,True,12,40.2678296667,-111.635053667,1490.2,1.3514455556,4.4678683522,0.5329
299.695075035,True,12,40.267829,-111.635056667,1490.3,1.3514455556,4.4678683522,0.5329
299.842852116,True,12,40.2678285,-111.6350595,1490.3,1.3514455556,4.4678683522,0.5329
300.07297492,True,12,40.2678278333,-111.635062333,1490.3,1.2516433333,4.4745006033,0.5329
300.667214155,True,12,40.2678266667,-111.635071,1490.3,1.3349833333,4.5472808332,0.4624
300.87166214,True,12,40.2678263333,-111.635074167,1490.3,1.3349833333,4.5472808332,0.4624
301.082509041,True,12,40.2678258333,-111.635077,1490.3,1.3349833333,4.5472808332,0.4624
301.298783064,True,12,40.2678255,-111.63508,1490.3,1.3349833333,4.5472808332,0.4624
301.44524312,True,12,40.2678251667,-111.635082833,1490.3,1.1564711111,4.5889942023,0.4624
301.673171997,True,12,40.267825,-111.635085833,1490.3,1.3977455556,4.6312311702,0.4624
301.868407965,True,12,40.2678246667,-111.635089167,1490.3,1.3977455556,4.6312311702,0.4624
302.059453011,True,12,40.267824,-111.635092333,1490.3,1.3977455556,4.6312311702,0.4624
302.242923975,True,12,40.2678233333,-111.6350955,1490.3,1.3113188889,4.442735611,0.4624
302.472588062,True,12,40.2678226667,-111.635098167,1490.3,1.3113188889,4.442735611,0.4624
302.682707071,True,12,40.2678221667,-111.635101,1490.3,1.3113188889,4.442735611,0.4624
302.898704052,True,12,40.2678218333,-111.635104667,1490.3,1.3113188889,4.442735611,0.4624
303.045021057,True,12,40.2678213333,-111.635107833,1490.4,1.1749911111,4.5118506493,0.4624
303.273302078,True,12,40.2678208333,-111.635110833,1490.3,1.3761388889,4.4987606799,0.4624
303.472216129,True,12,40.2678203333,-111.635114167,1490.3,1.3761388889,4.4987606799,0.4624
303.659450054,True,12,40.2678198333,-111.635117167,1490.3,1.3761388889,4.4987606799,0.4624
303.84275794,True,12,40.2678196667,-111.63512,1490.3,1.3421855556,4.573286239,0.4624
304.072554111,True,12,40.2678195,-111.635123167,1490.3,1.3046311111,4.6136033447,0.4624
304.283426046,True,12,40.2678193333,-111.635126333,1490.3,1.3046311111,4.6136033447,0.4624
304.873162985,True,12,40.2678183333,-111.635135333,1490.3,1.2706777778,4.5682247842,0.4624
305.072199106,True,12,40.2678181667,-111.6351385,1490.3,1.2706777778,4.5682247842,0.4624
305.297120094,True,12,40.267818,-111.6351415,1490.3,1.2706777778,4.5682247842,0.4624
305.44572401,True,12,40.2678176667,-111.6351445,1490.3,1.3499022222,4.5657813232,0.4624
305.654585123,True,12,40.2678173333,-111.6351475,1490.2,1.2449555556,4.5558329465,0.4624
305.900416136,True,12,40.267817,-111.635150167,1490.2,1.2449555556,4.5558329465,0.4624
